DOY;Year;Hour;Label
73;2020;19;0
73;2020;20;0
73;2020;21;0
73;2020;22;0
73;2020;23;0
74;2020;0;0
74;2020;1;0
74;2020;2;0
74;2020;3;0
74;2020;4;0
74;2020;5;0
74;2020;6;0
74;2020;7;0
74;2020;8;0
74;2020;9;0
74;2020;10;0
74;2020;11;0
74;2020;12;0
74;2020;13;0
74;2020;14;0
74;2020;15;0
74;2020;16;0
74;2020;17;0
74;2020;18;0
74;2020;19;0
74;2020;20;0
74;2020;21;0
74;2020;22;0
74;2020;23;0
75;2020;0;0
75;2020;1;0
75;2020;2;0
75;2020;3;0
75;2020;4;0
75;2020;5;0
75;2020;6;0
75;2020;7;0
75;2020;8;0
75;2020;9;0
75;2020;10;0
75;2020;11;0
75;2020;12;0
75;2020;13;0
75;2020;14;0
75;2020;15;0
75;2020;16;0
75;2020;17;0
75;2020;18;0
75;2020;19;0
75;2020;20;0
75;2020;21;0
75;2020;22;0
75;2020;23;0
76;2020;0;0
76;2020;1;0
76;2020;2;0
76;2020;3;0
76;2020;4;0
76;2020;5;0
76;2020;6;0
76;2020;7;0
76;2020;8;0
76;2020;9;0
76;2020;10;0
76;2020;11;0
76;2020;12;0
76;2020;13;0
76;2020;14;0
76;2020;15;0
76;2020;16;0
76;2020;17;0
76;2020;18;0
76;2020;19;0
76;2020;20;0
76;2020;21;0
76;2020;22;0
76;2020;23;0
77;2020;0;0
77;2020;1;0
77;2020;2;0
77;2020;3;0
77;2020;4;0
77;2020;5;0
77;2020;6;0
77;2020;7;0
77;2020;8;0
77;2020;9;0
77;2020;10;0
77;2020;11;0
77;2020;12;0
77;2020;13;0
77;2020;14;0
77;2020;15;0
77;2020;16;0
77;2020;17;0
77;2020;18;0
77;2020;19;0
77;2020;20;0
77;2020;21;0
77;2020;22;0
77;2020;23;0
78;2020;0;0
78;2020;1;0
78;2020;2;0
78;2020;3;0
78;2020;4;0
78;2020;5;0
78;2020;6;0
78;2020;7;0
78;2020;8;0
78;2020;9;0
78;2020;10;0
78;2020;11;0
78;2020;12;0
78;2020;13;0
78;2020;14;0
78;2020;15;0
78;2020;16;0
78;2020;17;0
78;2020;18;0
78;2020;19;0
78;2020;20;0
78;2020;21;0
78;2020;22;0
78;2020;23;0
79;2020;0;0
79;2020;1;0
79;2020;2;0
79;2020;3;0
79;2020;4;0
79;2020;5;0
79;2020;6;0
79;2020;7;0
79;2020;8;0
79;2020;9;0
79;2020;10;0
79;2020;11;0
79;2020;12;0
79;2020;13;0
79;2020;14;0
79;2020;15;0
79;2020;16;0
79;2020;17;0
79;2020;18;0
79;2020;19;0
79;2020;20;0
79;2020;21;0
79;2020;22;0
79;2020;23;0
80;2020;0;0
80;2020;1;0
80;2020;2;0
80;2020;3;0
80;2020;4;0
80;2020;5;0
80;2020;6;0
80;2020;7;0
80;2020;8;0
80;2020;9;0
80;2020;10;0
80;2020;11;0
80;2020;12;0
80;2020;13;0
80;2020;14;0
80;2020;15;0
80;2020;16;0
80;2020;17;0
80;2020;18;0
80;2020;19;0
80;2020;20;0
80;2020;21;0
80;2020;22;0
80;2020;23;0
81;2020;0;0
81;2020;1;0
81;2020;2;0
81;2020;3;0
81;2020;4;0
81;2020;5;0
81;2020;6;0
81;2020;7;0
81;2020;8;0
81;2020;9;0
81;2020;10;0
81;2020;11;0
81;2020;12;0
81;2020;13;0
81;2020;14;0
81;2020;15;0
81;2020;16;0
81;2020;17;0
81;2020;18;0
81;2020;19;0
81;2020;20;0
81;2020;21;0
81;2020;22;0
81;2020;23;0
82;2020;0;0
82;2020;1;0
82;2020;2;0
82;2020;3;0
82;2020;4;0
82;2020;5;0
82;2020;6;0
82;2020;7;0
82;2020;8;0
82;2020;9;0
82;2020;10;0
82;2020;11;0
82;2020;12;0
82;2020;13;0
82;2020;14;0
82;2020;15;0
82;2020;16;0
82;2020;17;0
82;2020;18;0
82;2020;19;0
82;2020;20;0
82;2020;21;0
82;2020;22;0
82;2020;23;0
83;2020;0;0
83;2020;1;0
83;2020;2;0
83;2020;3;0
83;2020;4;0
83;2020;5;0
83;2020;6;0
83;2020;7;0
83;2020;8;0
83;2020;9;0
83;2020;10;0
83;2020;11;0
83;2020;12;0
83;2020;13;0
83;2020;14;0
83;2020;15;0
83;2020;16;0
83;2020;17;0
83;2020;18;0
83;2020;19;0
83;2020;20;0
83;2020;21;0
83;2020;22;0
83;2020;23;0
84;2020;0;0
84;2020;1;0
84;2020;2;0
84;2020;3;0
84;2020;4;0
84;2020;5;0
84;2020;6;0
84;2020;7;0
84;2020;8;0
84;2020;9;0
84;2020;10;0
84;2020;11;0
84;2020;12;0
84;2020;13;0
84;2020;14;0
84;2020;15;0
84;2020;16;0
84;2020;17;0
84;2020;18;0
84;2020;19;0
84;2020;20;0
84;2020;21;0
84;2020;22;0
84;2020;23;0
85;2020;0;0
85;2020;1;0
85;2020;2;0
85;2020;3;0
85;2020;4;0
85;2020;5;0
85;2020;6;0
85;2020;7;0
85;2020;8;0
85;2020;9;0
85;2020;10;0
85;2020;11;0
85;2020;12;0
85;2020;13;0
85;2020;14;0
85;2020;15;0
85;2020;16;0
85;2020;17;0
85;2020;18;0
85;2020;19;0
85;2020;20;0
85;2020;21;0
85;2020;22;0
85;2020;23;0
86;2020;0;0
86;2020;1;0
86;2020;2;0
86;2020;3;0
86;2020;4;0
86;2020;5;0
86;2020;6;0
86;2020;7;0
86;2020;8;0
86;2020;9;0
86;2020;10;0
86;2020;11;0
86;2020;12;0
86;2020;13;0
86;2020;14;0
86;2020;15;0
86;2020;16;0
86;2020;17;0
86;2020;18;0
86;2020;19;0
86;2020;20;0
86;2020;21;0
86;2020;22;0
86;2020;23;0
87;2020;0;0
87;2020;1;0
87;2020;2;0
87;2020;3;0
87;2020;4;0
87;2020;5;0
87;2020;6;0
87;2020;7;0
87;2020;8;0
87;2020;9;0
87;2020;10;0
87;2020;11;0
87;2020;12;0
87;2020;13;0
87;2020;14;0
87;2020;15;0
87;2020;16;0
87;2020;17;0
87;2020;18;0
87;2020;19;0
87;2020;20;0
87;2020;21;0
87;2020;22;0
87;2020;23;0
88;2020;0;0
88;2020;1;0
88;2020;2;0
88;2020;3;0
88;2020;4;0
88;2020;5;0
88;2020;6;0
88;2020;7;0
88;2020;8;0
88;2020;9;0
88;2020;10;0
88;2020;11;0
88;2020;12;0
88;2020;13;0
88;2020;14;0
88;2020;15;0
88;2020;16;0
88;2020;17;0
88;2020;18;0
88;2020;19;0
88;2020;20;0
88;2020;21;0
88;2020;22;0
88;2020;23;0
89;2020;0;0
89;2020;1;0
89;2020;2;0
89;2020;3;0
89;2020;4;0
89;2020;5;0
89;2020;6;0
89;2020;7;0
89;2020;8;0
89;2020;9;0
89;2020;10;0
89;2020;11;0
89;2020;12;0
89;2020;13;0
89;2020;14;0
89;2020;15;0
89;2020;16;0
89;2020;17;0
89;2020;18;0
89;2020;19;0
89;2020;20;0
89;2020;21;0
89;2020;22;0
89;2020;23;0
90;2020;0;0
90;2020;1;0
90;2020;2;0
90;2020;3;0
90;2020;4;0
90;2020;5;0
90;2020;6;0
90;2020;7;0
90;2020;8;0
90;2020;9;0
90;2020;10;0
90;2020;11;0
90;2020;12;0
90;2020;13;0
90;2020;14;0
90;2020;15;0
90;2020;16;0
90;2020;17;0
90;2020;18;0
90;2020;19;0
90;2020;20;0
90;2020;21;0
90;2020;22;0
90;2020;23;0
91;2020;0;0
91;2020;1;0
91;2020;2;0
91;2020;3;0
91;2020;4;0
91;2020;5;0
91;2020;6;0
91;2020;7;0
91;2020;8;0
91;2020;9;0
91;2020;10;0
91;2020;11;0
91;2020;12;0
91;2020;13;0
91;2020;14;0
91;2020;15;0
91;2020;16;0
91;2020;17;0
91;2020;18;0
91;2020;19;0
91;2020;20;0
91;2020;21;0
91;2020;22;0
91;2020;23;0
92;2020;0;0
92;2020;1;0
92;2020;2;0
92;2020;3;0
92;2020;4;0
92;2020;5;0
92;2020;6;0
92;2020;7;0
92;2020;8;0
92;2020;9;0
92;2020;10;0
92;2020;11;0
92;2020;12;0
92;2020;13;0
92;2020;14;0
92;2020;15;0
92;2020;16;0
92;2020;17;0
92;2020;18;0
92;2020;19;0
92;2020;20;0
92;2020;21;0
92;2020;22;0
92;2020;23;0
93;2020;0;0
93;2020;1;0
93;2020;2;0
93;2020;3;0
93;2020;4;0
93;2020;5;0
93;2020;6;0
93;2020;7;0
93;2020;8;0
93;2020;9;0
93;2020;10;0
93;2020;11;0
93;2020;12;0
93;2020;13;0
93;2020;14;0
93;2020;15;0
93;2020;16;0
93;2020;17;0
93;2020;18;0
93;2020;19;0
93;2020;20;0
93;2020;21;0
93;2020;22;0
93;2020;23;0
94;2020;0;0
94;2020;1;0
94;2020;2;0
94;2020;3;0
94;2020;4;0
94;2020;5;0
94;2020;6;0
94;2020;7;0
94;2020;8;0
94;2020;9;0
94;2020;10;0
94;2020;11;0
94;2020;12;0
94;2020;13;0
94;2020;14;0
94;2020;15;0
94;2020;16;0
94;2020;17;0
94;2020;18;0
94;2020;19;0
94;2020;20;0
94;2020;21;0
94;2020;22;0
94;2020;23;0
95;2020;0;0
95;2020;1;0
95;2020;2;0
95;2020;3;0
95;2020;4;0
95;2020;5;0
95;2020;6;0
95;2020;7;0
95;2020;8;0
95;2020;9;0
95;2020;10;0
95;2020;11;0
95;2020;12;0
95;2020;13;0
95;2020;14;0
95;2020;15;0
95;2020;16;0
95;2020;17;0
95;2020;18;0
95;2020;19;0
95;2020;20;0
95;2020;21;0
95;2020;22;0
95;2020;23;0
96;2020;0;0
96;2020;1;0
96;2020;2;0
96;2020;3;0
96;2020;4;0
96;2020;5;0
96;2020;6;0
96;2020;7;0
96;2020;8;0
96;2020;9;0
96;2020;10;0
96;2020;11;0
96;2020;12;0
96;2020;13;0
96;2020;14;0
96;2020;15;0
96;2020;16;0
96;2020;17;0
96;2020;18;0
96;2020;19;0
96;2020;20;0
96;2020;21;0
96;2020;22;0
96;2020;23;0
97;2020;0;0
97;2020;1;0
97;2020;2;0
97;2020;3;0
97;2020;4;0
97;2020;5;0
97;2020;6;0
97;2020;7;0
97;2020;8;0
97;2020;9;0
97;2020;10;0
97;2020;11;0
97;2020;12;0
97;2020;13;0
97;2020;14;0
97;2020;15;0
97;2020;16;0
97;2020;17;0
97;2020;18;0
97;2020;19;0
97;2020;20;0
97;2020;21;0
97;2020;22;0
97;2020;23;0
98;2020;0;0
98;2020;1;0
98;2020;2;0
98;2020;3;0
98;2020;4;0
98;2020;5;0
98;2020;6;0
98;2020;7;0
98;2020;8;0
98;2020;9;0
98;2020;10;0
98;2020;11;0
98;2020;12;0
98;2020;13;0
98;2020;14;0
98;2020;15;0
98;2020;16;0
98;2020;17;0
98;2020;18;0
98;2020;19;0
98;2020;20;0
98;2020;21;0
98;2020;22;0
98;2020;23;0
99;2020;0;0
99;2020;1;0
99;2020;2;0
99;2020;3;0
99;2020;4;0
99;2020;5;0
99;2020;6;0
99;2020;7;0
99;2020;8;0
99;2020;9;0
99;2020;10;0
99;2020;11;0
99;2020;12;0
99;2020;13;0
99;2020;14;0
99;2020;15;0
99;2020;16;0
99;2020;17;0
99;2020;18;0
99;2020;19;0
99;2020;20;0
99;2020;21;0
99;2020;22;0
99;2020;23;0
100;2020;0;0
100;2020;1;0
100;2020;2;0
100;2020;3;0
100;2020;4;0
100;2020;5;0
100;2020;6;0
100;2020;7;0
100;2020;8;0
100;2020;9;0
100;2020;10;0
100;2020;11;0
100;2020;12;0
100;2020;13;0
100;2020;14;0
100;2020;15;0
100;2020;16;0
100;2020;17;0
100;2020;18;0
100;2020;19;0
100;2020;20;0
100;2020;21;0
100;2020;22;0
100;2020;23;0
101;2020;0;0
101;2020;1;0
101;2020;2;0
101;2020;3;0
101;2020;4;0
101;2020;5;0
101;2020;6;0
101;2020;7;0
101;2020;8;0
101;2020;9;0
101;2020;10;0
101;2020;11;0
101;2020;12;0
101;2020;13;0
101;2020;14;0
101;2020;15;0
101;2020;16;0
101;2020;17;0
101;2020;18;0
101;2020;19;0
101;2020;20;0
101;2020;21;0
101;2020;22;0
101;2020;23;0
102;2020;0;0
102;2020;1;0
102;2020;2;1.96
102;2020;3;6.735
102;2020;4;10.67
102;2020;5;14.455
102;2020;6;17.055
102;2020;7;19.145
102;2020;8;19.825
102;2020;9;20.15
102;2020;10;20.15
102;2020;11;20.15
102;2020;12;20.15
102;2020;13;20.15
102;2020;14;20.15
102;2020;15;20.15
102;2020;16;20.15
102;2020;17;20.15
102;2020;18;20.15
102;2020;19;20.15
102;2020;20;20.15
102;2020;21;20.15
102;2020;22;21.405
102;2020;23;26.025
103;2020;0;30.58
103;2020;1;35.18
103;2020;2;41.23
103;2020;3;45.52
103;2020;4;50.03
103;2020;5;53.55
103;2020;6;56.08
103;2020;7;59.09
103;2020;8;60.965
103;2020;9;61.47
103;2020;10;61.47
103;2020;11;61.47
103;2020;12;61.47
103;2020;13;61.47
103;2020;14;61.47
103;2020;15;61.47
103;2020;16;61.47
103;2020;17;61.47
103;2020;18;61.47
103;2020;19;61.47
103;2020;20;61.47
103;2020;21;61.47
103;2020;22;62.22
103;2020;23;68.33
104;2020;0;73.97
104;2020;1;80.83
104;2020;2;86.945
104;2020;3;91.92
104;2020;4;94.6
104;2020;5;97.37
104;2020;6;101.465
104;2020;7;104.525
104;2020;8;105.07
104;2020;9;105.335
104;2020;10;110.53
104;2020;11;123.91
104;2020;12;123.91
104;2020;13;123.91
104;2020;14;124.48
104;2020;15;125.4
104;2020;16;125.4
104;2020;17;125.4
104;2020;18;125.4
104;2020;19;125.4
104;2020;20;125.4
104;2020;21;125.4
104;2020;22;125.4
104;2020;23;125.4
105;2020;0;125.4
105;2020;1;125.4
105;2020;2;125.73
105;2020;3;127.665
105;2020;4;129.76
105;2020;5;131.605
105;2020;6;133.72
105;2020;7;135.98
105;2020;8;137.24
105;2020;9;137.33
105;2020;10;137.33
105;2020;11;137.33
105;2020;12;137.33
105;2020;13;137.33
105;2020;14;137.33
105;2020;15;137.33
105;2020;16;137.33
105;2020;17;137.33
105;2020;18;137.33
105;2020;19;137.33
105;2020;20;137.33
105;2020;21;137.33
105;2020;22;137.33
105;2020;23;137.33
106;2020;0;138.645
106;2020;1;141.265
106;2020;2;144.19
106;2020;3;148.06
106;2020;4;151.075
106;2020;5;155.19
106;2020;6;158.885
106;2020;7;160.735
106;2020;8;161.66
106;2020;9;161.66
106;2020;10;161.66
106;2020;11;161.66
106;2020;12;161.66
106;2020;13;161.66
106;2020;14;161.66
106;2020;15;161.66
106;2020;16;161.66
106;2020;17;161.66
106;2020;18;161.66
106;2020;19;161.66
106;2020;20;161.66
106;2020;21;161.66
106;2020;22;161.66
106;2020;23;161.66
107;2020;0;161.66
107;2020;1;161.66
107;2020;2;161.66
107;2020;3;162.585
107;2020;4;166.785
107;2020;5;171.14
107;2020;6;174.175
107;2020;7;175.67
107;2020;8;176.18
107;2020;9;176.27
107;2020;10;176.27
107;2020;11;176.27
107;2020;12;176.27
107;2020;13;176.27
107;2020;14;176.27
107;2020;15;176.27
107;2020;16;176.27
107;2020;17;176.27
107;2020;18;176.27
107;2020;19;176.27
107;2020;20;176.27
107;2020;21;176.27
107;2020;22;176.27
107;2020;23;176.27
108;2020;0;176.27
108;2020;1;178.375
108;2020;2;184.08
108;2020;3;188.935
108;2020;4;193.65
108;2020;5;198.77
108;2020;6;203.04
108;2020;7;204.98
108;2020;8;205.545
108;2020;9;205.61
108;2020;10;205.61
108;2020;11;205.61
108;2020;12;205.61
108;2020;13;205.61
108;2020;14;205.61
108;2020;15;205.61
108;2020;16;205.61
108;2020;17;205.61
108;2020;18;205.61
108;2020;19;205.61
108;2020;20;205.61
108;2020;21;205.61
108;2020;22;205.61
108;2020;23;205.61
109;2020;0;210.5
109;2020;1;217.975
109;2020;2;224.095
109;2020;3;230.32
109;2020;4;236.7
109;2020;5;242.4
109;2020;6;247.675
109;2020;7;251.13
109;2020;8;251.64
109;2020;9;251.64
109;2020;10;251.64
109;2020;11;251.64
109;2020;12;251.64
109;2020;13;251.64
109;2020;14;251.64
109;2020;15;251.64
109;2020;16;251.64
109;2020;17;251.64
109;2020;18;251.64
109;2020;19;251.64
109;2020;20;251.64
109;2020;21;251.64
109;2020;22;257.335
109;2020;23;263.295
110;2020;0;268.16
110;2020;1;272.45
110;2020;2;277.045
110;2020;3;284.2
110;2020;4;289.805
110;2020;5;295.84
110;2020;6;300.215
110;2020;7;302.83
110;2020;8;303.16
110;2020;9;303.16
110;2020;10;303.16
110;2020;11;303.16
110;2020;12;303.16
110;2020;13;303.16
110;2020;14;303.16
110;2020;15;303.16
110;2020;16;303.16
110;2020;17;303.16
110;2020;18;303.16
110;2020;19;303.16
110;2020;20;303.16
110;2020;21;303.16
110;2020;22;303.16
110;2020;23;303.16
111;2020;0;303.16
111;2020;1;303.755
111;2020;2;306.835
111;2020;3;309.54
111;2020;4;312.38
111;2020;5;314.91
111;2020;6;317.75
111;2020;7;318.34
111;2020;8;318.43
111;2020;9;318.43
111;2020;10;318.43
111;2020;11;318.43
111;2020;12;318.43
111;2020;13;318.43
111;2020;14;318.43
111;2020;15;318.43
111;2020;16;318.43
111;2020;17;318.43
111;2020;18;318.43
111;2020;19;318.43
111;2020;20;318.43
111;2020;21;318.43
111;2020;22;318.43
111;2020;23;318.43
112;2020;0;318.67
112;2020;1;322.9
112;2020;2;326.48
112;2020;3;330.685
112;2020;4;334.865
112;2020;5;337.305
112;2020;6;340.165
112;2020;7;342.1
112;2020;8;342.45
112;2020;9;342.45
112;2020;10;342.45
112;2020;11;342.45
112;2020;12;342.45
112;2020;13;342.45
112;2020;14;342.45
112;2020;15;342.45
112;2020;16;342.45
112;2020;17;342.45
112;2020;18;342.45
112;2020;19;342.45
112;2020;20;342.45
112;2020;21;342.45
112;2020;22;342.45
112;2020;23;342.45
113;2020;0;346.04
113;2020;1;352.09
113;2020;2;359.04
113;2020;3;364.675
113;2020;4;370.37
113;2020;5;374.485
113;2020;6;377.92
113;2020;7;378.67
113;2020;8;378.67
113;2020;9;378.67
113;2020;10;378.67
113;2020;11;378.67
113;2020;12;378.67
113;2020;13;378.67
113;2020;14;378.67
113;2020;15;378.67
113;2020;16;378.67
113;2020;17;378.67
113;2020;18;378.67
113;2020;19;378.67
113;2020;20;378.67
113;2020;21;378.67
113;2020;22;378.67
113;2020;23;380.515
114;2020;0;386.41
114;2020;1;392.04
114;2020;2;396.4
114;2020;3;400.665
114;2020;4;405.375
114;2020;5;411.425
114;2020;6;415.27
114;2020;7;416.53
114;2020;8;416.77
114;2020;9;416.77
114;2020;10;416.77
114;2020;11;416.77
114;2020;12;416.77
114;2020;13;416.77
114;2020;14;416.77
114;2020;15;416.77
114;2020;16;416.77
114;2020;17;416.77
114;2020;18;416.77
114;2020;19;416.77
114;2020;20;416.77
114;2020;21;416.77
114;2020;22;416.77
114;2020;23;419.475
115;2020;0;427.46
115;2020;1;433.73
115;2020;2;439.87
115;2020;3;444.82
115;2020;4;449.2
115;2020;5;454.72
115;2020;6;458.745
115;2020;7;460.53
115;2020;8;461.25
115;2020;9;461.25
115;2020;10;461.25
115;2020;11;461.25
115;2020;12;461.25
115;2020;13;461.25
115;2020;14;461.25
115;2020;15;461.25
115;2020;16;461.25
115;2020;17;461.25
115;2020;18;461.25
115;2020;19;461.25
115;2020;20;461.25
115;2020;21;461.25
115;2020;22;461.25
115;2020;23;461.25
116;2020;0;461.25
116;2020;1;464.29
116;2020;2;470.255
116;2020;3;477.47
116;2020;4;483.69
116;2020;5;489.81
116;2020;6;495.685
116;2020;7;499.62
116;2020;8;500.9
116;2020;9;500.9
116;2020;10;500.9
116;2020;11;500.9
116;2020;12;500.9
116;2020;13;500.9
116;2020;14;500.9
116;2020;15;500.9
116;2020;16;500.9
116;2020;17;500.9
116;2020;18;500.9
116;2020;19;500.9
116;2020;20;500.9
116;2020;21;500.9
116;2020;22;501.735
116;2020;23;508.115
117;2020;0;513.875
117;2020;1;519.77
117;2020;2;526.57
117;2020;3;531.59
117;2020;4;537.55
117;2020;5;543.095
117;2020;6;547.275
117;2020;7;549.65
117;2020;8;549.91
117;2020;9;549.91
117;2020;10;549.91
117;2020;11;549.91
117;2020;12;549.91
117;2020;13;549.91
117;2020;14;549.91
117;2020;15;549.91
117;2020;16;549.91
117;2020;17;549.91
117;2020;18;549.91
117;2020;19;549.91
117;2020;20;549.91
117;2020;21;549.91
117;2020;22;549.91
117;2020;23;549.91
118;2020;0;554.93
118;2020;1;561.99
118;2020;2;570.2
118;2020;3;577.5
118;2020;4;583.795
118;2020;5;589.425
118;2020;6;593.96
118;2020;7;596.555
118;2020;8;597.21
118;2020;9;597.21
118;2020;10;597.21
118;2020;11;597.21
118;2020;12;597.21
118;2020;13;597.21
118;2020;14;597.21
118;2020;15;597.21
118;2020;16;597.21
118;2020;17;597.21
118;2020;18;597.21
118;2020;19;597.21
118;2020;20;597.21
118;2020;21;597.21
118;2020;22;597.21
118;2020;23;597.21
119;2020;0;601.24
119;2020;1;609.975
119;2020;2;616.025
119;2020;3;622.315
119;2020;4;628.7
119;2020;5;633.405
119;2020;6;639.52
119;2020;7;643.305
119;2020;8;646.58
119;2020;9;649.42
119;2020;10;650.94
119;2020;11;650.94
119;2020;12;650.94
119;2020;13;650.94
119;2020;14;650.94
119;2020;15;650.94
119;2020;16;650.94
119;2020;17;650.94
119;2020;18;650.94
119;2020;19;650.94
119;2020;20;650.94
119;2020;21;654.37
119;2020;22;662.2
119;2020;23;668.47
120;2020;0;673.93
120;2020;1;677.205
120;2020;2;681.08
120;2020;3;684.665
120;2020;4;688.955
120;2020;5;692.295
120;2020;6;695.84
120;2020;7;696.43
120;2020;8;696.43
120;2020;9;696.43
120;2020;10;696.43
120;2020;11;696.43
120;2020;12;696.43
120;2020;13;696.43
120;2020;14;696.43
120;2020;15;696.43
120;2020;16;696.43
120;2020;17;696.43
120;2020;18;696.43
120;2020;19;696.43
120;2020;20;696.43
120;2020;21;696.43
120;2020;22;696.43
120;2020;23;696.43
121;2020;0;702.13
121;2020;1;709.17
121;2020;2;716.915
121;2020;3;720.94
121;2020;4;725.63
121;2020;5;732.1
121;2020;6;743.495
121;2020;7;749.875
121;2020;8;751.13
121;2020;9;751.13
121;2020;10;751.13
121;2020;11;751.13
121;2020;12;751.13
121;2020;13;751.13
121;2020;14;751.13
121;2020;15;751.13
121;2020;16;751.13
121;2020;17;751.13
121;2020;18;772.47
121;2020;19;798.23
121;2020;20;808.63
121;2020;21;810.545
121;2020;22;811.825
121;2020;23;812.155
122;2020;0;812.575
122;2020;1;812.815
122;2020;2;812.9
122;2020;3;813.85
122;2020;4;815.26
122;2020;5;823.505
122;2020;6;826.19
122;2020;7;826.19
122;2020;8;827.51
122;2020;9;830.11
122;2020;10;831.21
122;2020;11;831.21
122;2020;12;831.21
122;2020;13;831.21
122;2020;14;831.21
122;2020;15;831.21
122;2020;16;831.21
122;2020;17;831.21
122;2020;18;831.21
122;2020;19;831.21
122;2020;20;831.21
122;2020;21;831.21
122;2020;22;831.21
122;2020;23;831.21
123;2020;0;831.21
123;2020;1;831.21
123;2020;2;831.21
123;2020;3;831.21
123;2020;4;831.21
123;2020;5;831.295
123;2020;6;831.645
123;2020;7;831.87
123;2020;8;831.87
123;2020;9;831.87
123;2020;10;831.87
123;2020;11;831.87
123;2020;12;831.87
123;2020;13;831.87
123;2020;14;831.87
123;2020;15;831.87
123;2020;16;831.87
123;2020;17;831.87
123;2020;18;831.87
123;2020;19;831.87
123;2020;20;831.87
123;2020;21;831.87
123;2020;22;831.87
123;2020;23;831.87
124;2020;0;831.87
124;2020;1;831.87
124;2020;2;831.87
124;2020;3;833.56
124;2020;4;837.41
124;2020;5;840.36
124;2020;6;841.785
124;2020;7;843.045
124;2020;8;843.31
124;2020;9;843.31
124;2020;10;843.31
124;2020;11;843.31
124;2020;12;843.31
124;2020;13;843.31
124;2020;14;843.31
124;2020;15;843.31
124;2020;16;843.31
124;2020;17;843.31
124;2020;18;843.31
124;2020;19;843.31
124;2020;20;843.31
124;2020;21;843.31
124;2020;22;843.31
124;2020;23;843.31
125;2020;0;843.31
125;2020;1;843.31
125;2020;2;843.31
125;2020;3;843.31
125;2020;4;843.31
125;2020;5;843.88
125;2020;6;847.4
125;2020;7;848.915
125;2020;8;849.16
125;2020;9;849.16
125;2020;10;849.16
125;2020;11;849.16
125;2020;12;849.16
125;2020;13;855.625
125;2020;14;856.37
125;2020;15;856.37
125;2020;16;856.37
125;2020;17;856.37
125;2020;18;856.37
125;2020;19;858.485
125;2020;20;862.425
125;2020;21;866.975
125;2020;22;871.4
125;2020;23;876.2
126;2020;0;878.97
126;2020;1;881.3
126;2020;2;883.5
126;2020;3;885.92
126;2020;4;887.765
126;2020;5;889.35
126;2020;6;890.12
126;2020;7;890.12
126;2020;8;890.12
126;2020;9;890.12
126;2020;10;890.12
126;2020;11;890.12
126;2020;12;890.12
126;2020;13;890.12
126;2020;14;890.12
126;2020;15;890.12
126;2020;16;890.12
126;2020;17;890.12
126;2020;18;890.12
126;2020;19;890.12
126;2020;20;890.12
126;2020;21;890.12
126;2020;22;890.12
126;2020;23;890.12
127;2020;0;890.12
127;2020;1;890.12
127;2020;2;890.12
127;2020;3;890.12
127;2020;4;890.12
127;2020;5;890.12
127;2020;6;890.12
127;2020;7;890.12
127;2020;8;890.12
127;2020;9;890.12
127;2020;10;890.12
127;2020;11;890.12
127;2020;12;890.12
127;2020;13;890.12
127;2020;14;890.12
127;2020;15;890.12
127;2020;16;890.12
127;2020;17;890.12
127;2020;18;890.12
127;2020;19;890.12
127;2020;20;890.12
127;2020;21;890.12
127;2020;22;890.12
127;2020;23;890.12
128;2020;0;890.87
128;2020;1;895.335
128;2020;2;900.045
128;2020;3;903.98
128;2020;4;908.845
128;2020;5;913.615
128;2020;6;916.81
128;2020;7;918.66
128;2020;8;919.16
128;2020;9;919.16
128;2020;10;919.16
128;2020;11;919.16
128;2020;12;919.16
128;2020;13;919.16
128;2020;14;919.16
128;2020;15;919.16
128;2020;16;919.16
128;2020;17;919.16
128;2020;18;919.16
128;2020;19;919.16
128;2020;20;919.16
128;2020;21;919.16
128;2020;22;919.16
128;2020;23;919.16
129;2020;0;919.16
129;2020;1;919.665
129;2020;2;924.945
129;2020;3;931.505
129;2020;4;937.045
129;2020;5;942.57
129;2020;6;947.785
129;2020;7;951.125
129;2020;8;952.38
129;2020;9;952.38
129;2020;10;952.38
129;2020;11;952.38
129;2020;12;952.38
129;2020;13;952.38
129;2020;14;952.38
129;2020;15;952.38
129;2020;16;952.38
129;2020;17;952.38
129;2020;18;952.38
129;2020;19;952.38
129;2020;20;952.38
129;2020;21;952.38
129;2020;22;952.38
129;2020;23;952.38
130;2020;0;952.38
130;2020;1;952.38
130;2020;2;955.35
130;2020;3;961.2
130;2020;4;967.165
130;2020;5;972.29
130;2020;6;976.89
130;2020;7;981.335
130;2020;8;983.71
130;2020;9;983.8
130;2020;10;985.055
130;2020;11;987.975
130;2020;12;998.055
130;2020;13;1006.94
130;2020;14;1010.46
130;2020;15;1013.585
130;2020;16;1013.85
130;2020;17;1014.995
130;2020;18;1016.53
130;2020;19;1016.6
130;2020;20;1019.46
130;2020;21;1024.5
130;2020;22;1028.525
130;2020;23;1031.78
131;2020;0;1034.725
131;2020;1;1036.995
131;2020;2;1040.1
131;2020;3;1043.77
131;2020;4;1047.045
131;2020;5;1049.84
131;2020;6;1052.35
131;2020;7;1054.53
131;2020;8;1056.135
131;2020;9;1056.31
131;2020;10;1056.31
131;2020;11;1056.31
131;2020;12;1056.31
131;2020;13;1056.31
131;2020;14;1056.31
131;2020;15;1056.31
131;2020;16;1056.31
131;2020;17;1056.31
131;2020;18;1056.31
